"","Sex","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg"
"17126","M",152.5,110,177.5,440
"17127","F",182.5,95,190,467.5
"17128","M",210,190,240,640
"17129","M",260,150,290,700
"17130","M",332.5,182.5,225,740
"17131","M",235,175,265,675
"17132","F",127.5,77.5,125,330
"17133","M",290.5,155,250,695.5
"17134","M",170,107.5,215,492.5
"17135","M",187.5,127.5,205,520
"17136","F",137.5,80,185,402.5
"17137","M",200,163,250,613
"17138","M",170,110,210,490
"17139","M",205,137.5,255,597.5
"17140","F",60,40,82.5,182.5
"17141","F",140,72.5,152.5,365
"17142","F",150,60,117.5,327.5
"17143","F",232.5,152.5,192.5,577.5
"17144","M",137.5,90,182.5,410
"17145","M",274.42,172.37,285.76,732.55
"17146","M",272.5,170,317.5,760
"17147","M",190,150,220,560
"17148","M",225,205,250,680
"17149","M",115,105,150,370
"17150","F",125,72.5,162.5,360
"17151","M",260,120,287.5,667.5
"17152","M",182.5,110,205,497.5
"17153","M",215,125,237.5,577.5
"17154","M",320,270,310,900
"17155","M",182.5,125,222.5,530
"17156","M",180,140,215,535
"17157","M",327.5,162.5,290,780
"17158","F",85,65,127.5,277.5
"17159","F",142.5,67.5,145,355
"17160","M",212.5,150,232.5,595
"17161","M",250,170,285,705
"17162","M",200,150,200,550
"17163","F",132.5,85,145,362.5
"17164","M",351.53,199.58,272.16,823.27
"17165","F",127.5,72.5,162.5,362.5
"17166","M",380,275,365,1020
"17167","M",240,160,235,635
"17168","F",102.1,47.6,104.3,254
"17169","F",97.5,65,137.5,300
"17170","M",245,172.5,242.5,660
"17171","M",225,175,235,635
"17172","M",137.5,102.5,165,405
"17173","M",270,157.5,272.5,700
"17174","M",276.69,149.69,231.33,657.71
"17175","M",272.5,150,295,717.5
"17176","M",175,105,205,485
"17177","M",67.5,52.5,115,235
"17178","M",310,230,300,840
"17179","F",130,72.5,185,387.5
"17180","M",257.5,167.5,237.5,662.5
"17181","M",125,105,165,395
"17182","M",285,160,290,735
"17183","M",220,127.5,227.5,575
"17184","M",255,157.5,287.5,700
"17185","M",260,185,250,695
"17186","M",282.5,200,295,777.5
"17187","M",250,260,250,760
"17188","F",200,82.5,217.5,500
"17189","M",260,160,260,680
"17190","M",270,162.5,270,702.5
"17191","M",162.5,90,195,447.5
"17192","M",163.29,129.27,185.97,478.54
"17193","F",75,40,105,220
"17194","F",125,67.5,155,347.5
"17195","M",122.5,70,180,372.5
"17196","M",215,132.5,242.5,590
"17197","M",245,227.5,272.5,745
"17198","M",227.5,137.5,227.5,592.5
"17199","M",207.5,147.5,240,595
"17200","M",272.5,185,250,707.5
"17201","M",210,155,245,610
"17202","M",167.5,102.5,190,460
"17203","M",106.59,56.7,117.93,281.23
"17204","F",105,52.5,110,267.5
"17205","F",229.06,124.74,185.97,539.77
"17206","M",230,167.5,245,642.5
"17207","M",227.5,175,272.5,675
"17208","M",185,102.5,205,492.5
"17209","M",230,125,283.5,638.5
"17210","M",262.5,172.5,307.5,742.5
"17211","M",292.5,195,262.5,750
"17212","F",105,52.5,122.5,280
"17213","M",235,150,200,585
"17214","F",118,62.5,152.5,333
"17215","M",240,145,220,605
"17216","M",185,137.5,242.5,565
"17217","M",220,145,275,640
"17218","M",182.5,135,205,522.5
"17219","F",128,60,145.5,333.5
"17220","F",122.5,62.5,135,320
"17221","M",300,175,240,715
"17222","M",52.5,40,80,172.5
"17223","F",127.5,70,145,342.5
"17224","M",265,165,265,695
"17225","M",162.5,100,220,482.5
"17226","F",67.5,42.5,87.5,197.5
"17227","F",87.5,57.5,97.5,242.5
"17228","M",240.4,151.95,226.8,619.15
"17229","M",260,172.5,245,677.5
"17230","F",95,50,97.5,242.5
"17231","M",190,95,190,475
"17232","M",190,120,185,495
"17233","F",185,65,160,410
"17234","F",202.5,103.5,185,491
"17235","F",235,120,250.5,605.5
"17236","M",245,167.5,185,597.5
"17237","M",225,140,225,590
"17238","M",105,70,142.5,317.5
"17239","F",140,82.5,127.5,350
"17240","F",65,47.5,92.5,205
"17241","M",245,170,280,695
"17242","M",265,182.5,245,692.5
"17243","M",220,177.5,205,602.5
"17244","M",272.5,200,270,742.5
"17245","M",162.5,140,205,507.5
"17246","M",80,150,170,400
"17247","F",117.5,80,152.5,350
"17248","M",215,165,190,570
"17249","M",220,190,235,645
"17250","F",92.5,57.5,110,260
"17251","F",335,200,240,775
"17252","M",385,247.5,320,952.5
"17253","M",212.5,140,287.5,640
"17254","M",237.5,152.5,245,635
"17255","M",185,120,210,515
"17256","F",172.5,92.5,177.5,442.5
"17257","F",105,50,137.5,292.5
"17258","M",177.5,130,217.5,525
"17259","M",150,85,190,425
"17260","M",247.5,180,270,697.5
"17261","F",105,60,122.5,287.5
"17262","F",120,80,155,355
"17263","M",167.5,102.5,187.5,457.5
"17264","M",250,180,270,700
"17265","M",245,165,265,675
"17266","F",105,60,115,280
"17267","F",140,85,145,370
"17268","M",170,120,240,530
"17269","M",192.5,117.5,240,550
"17270","M",270,200,260,730
"17271","F",215,152.5,210,577.5
"17272","M",230,160,260,650
"17273","M",205,160,255,620
"17274","M",43.09,149.69,222.26,415.04
"17275","M",270,225,315,810
"17276","M",130,122.5,182.5,435
"17277","F",130,70,130,330
"17278","M",293,195,302.5,790.5
"17279","F",80,55,120,255
"17280","M",442.5,320,330,1092.5
"17281","M",255,190,270,715
"17282","M",275,160,240,675
"17283","M",20,150,237.5,407.5
"17284","F",50,40,80,170
"17285","M",300,190,287.5,777.5
"17286","M",200,160,230,590
"17287","F",120,75,145,340
"17288","M",125,105,165,395
"17289","F",180,100,160,440
"17290","M",190,110,202.5,502.5
"17291","M",190,110,260,560
"17292","F",170,122.5,167.5,460
"17293","M",195,115,245,555
"17294","M",325,175,272.5,772.5
"17295","M",274.42,158.76,265.35,698.53
"17296","F",117.5,57.5,135,310
"17297","M",165,112.5,205,482.5
"17298","M",242.5,167.5,290,700
"17299","F",112.5,65,165,342.5
"17300","M",249.48,208.65,226.8,684.92
"17301","M",310,177.5,350,837.5
"17302","F",79.38,56.7,113.4,249.48
"17303","F",165,85,167.5,417.5
"17304","F",57.5,50,100,207.5
"17305","M",280,225,260,765
"17306","F",147.5,57.5,160,365
"17307","M",140,107.5,210,457.5
"17308","F",90,55,115,260
"17309","M",175,110,215,500
"17310","M",270,170,240,680
"17311","M",187.5,107.5,187.5,482.5
"17312","F",220,107.5,210,537.5
"17313","M",192.78,122.47,272.16,587.4
"17314","F",147.5,70,177.5,395
"17315","M",165,110,217.5,492.5
"17316","M",280,165,255,700
"17317","F",85,57.5,115,257.5
"17318","M",210,155,195,560
"17319","M",220,172.5,277.5,670
"17320","M",190.51,145.15,231.33,566.99
"17321","M",310,187.5,270,767.5
"17322","F",110,75,120,305
"17323","M",195,167.5,230,592.5
"17324","M",215,170,237.5,622.5
"17325","M",315,160,282.5,757.5
"17326","M",240,150,277.5,667.5
"17327","M",242.5,132.5,242.5,617.5
"17328","F",120,75,125,320
"17329","M",132.5,110,150,392.5
"17330","M",362.87,249.48,272.16,884.51
"17331","M",230,147.5,242.5,620
"17332","M",260,170,250,680
"17333","M",192.78,111.13,204.12,508.02
"17334","M",100,180,100,380
"17335","M",302.5,217.5,345,865
"17336","M",170,112.5,207.5,490
"17337","M",242.5,160,280,682.5
"17338","M",147.5,80,167.5,395
"17339","M",180,140,220,540
"17340","M",140,140,145,425
"17341","M",222.5,165,235,622.5
"17342","M",224.53,113.4,233.6,571.53
"17343","F",185,117.5,165,467.5
"17344","M",181.44,83.91,170.1,435.45
"17345","F",161.03,70.31,154.22,385.55
"17346","M",190,122.5,235,547.5
"17347","F",80,47.5,105,232.5
"17348","M",125,70,137.5,332.5
"17349","M",235,150,257.5,642.5
"17350","F",120,60,172.5,352.5
"17351","M",190,120,210,520
"17352","M",257.5,192.5,272.5,722.5
"17353","M",202.5,125,235,562.5
"17354","F",132.5,70,165,367.5
"17355","M",157.5,105,205,467.5
"17356","F",137.5,115,152.5,405
"17357","M",190,125,205,520
"17358","M",235,195,242.5,672.5
"17359","F",70,40,110,220
"17360","F",115,62.5,130,307.5
"17361","F",72.5,40,105,217.5
"17362","M",282.5,192.5,275,750
"17363","M",207.5,117.5,235,560
"17364","M",70,55,105,230
"17365","F",157.5,77.5,160,395
"17366","M",190,140,230,560
"17367","M",217.5,157.5,260,635
"17368","M",320,250,320,890
"17369","M",227.5,160,240,627.5
"17370","M",175,140,230,545
"17371","M",177.5,125,212.5,515
"17372","M",227.5,145,292.5,665
"17373","M",155,107.5,197.5,460
"17374","F",92.5,60,100,252.5
"17375","M",240,175,270,685
"17376","M",192.5,145,245,582.5
"17377","M",190,127.5,215,532.5
"17378","M",280,155,257.5,692.5
"17379","M",305,180,315,800
"17380","M",215,130,230,575
"17381","M",225,135,255,615
"17382","F",62.5,35,92.5,190
"17383","F",195,97.5,170,462.5
"17384","M",185,130,240,555
"17385","M",185,125,215,525
"17386","F",112.5,77.5,135,325
"17387","F",130,87.5,155,372.5
"17388","M",229.97,124.96,229.93,584.83
"17389","M",82.5,60,110,252.5
"17390","M",185,120,190,495
"17391","F",115,47,135,297
"17392","F",115,65,125,305
"17393","F",195,95,182.5,472.5
"17394","M",265,207.5,310,782.5
"17395","F",117.5,65,145,327.5
"17396","M",410,270,360,1040
"17397","M",227.5,152.5,252.5,632.5
"17398","M",270,170,275,715
"17399","F",232.5,190,200,622.5
"17400","F",90,52.5,105,247.5
"17401","M",157.5,97.5,177.5,432.5
"17402","M",200,117.5,222.5,540
"17403","M",282.5,142.5,285,710
"17404","M",158.76,92.99,176.9,428.64
"17405","M",275,130,260,665
"17406","F",62.5,40,85,187.5
"17407","M",167.5,155,185,507.5
"17408","M",317.5,182.5,272.5,772.5
"17409","F",97.5,60,110,267.5
"17410","M",272.5,190,260,722.5
"17411","F",115,57.5,120,292.5
"17412","F",125,75,137.5,337.5
"17413","F",100,55,127.5,282.5
"17414","M",250,187.5,265,702.5
"17415","F",132.5,90,167.5,390
"17416","F",195,95,210,500
"17417","M",327.49,209.56,304.81,841.87
"17418","F",92.5,57.5,110,260
"17419","M",135,102.5,160,397.5
"17420","M",262.5,177.5,290,730
"17421","F",97.5,55,102.5,255
"17422","M",127.5,120,172.5,420
"17423","M",180,140,220,540
"17424","F",115,85,160,360
"17425","M",150,95,192.5,437.5
"17426","M",170,122.5,242.5,535
"17427","M",250,200,252.5,702.5
"17428","M",280,152.5,290,722.5
"17429","M",147.42,113.4,161.03,421.84
"17430","F",125,75,137.5,337.5
"17431","M",215,122.5,222.5,560
"17432","M",310,227.5,285.5,823
"17433","M",200,110,235,545
"17434","M",167.83,158.76,183.7,510.29
"17435","M",232.5,150,252.5,635
"17436","M",180,120,230,530
"17437","F",97.5,55,105,257.5
"17438","M",205,155,195,555
"17439","F",177.5,92.5,215,485
"17440","F",110,60,130,300
"17441","M",130,140,200,470
"17442","F",112.5,52.5,115,280
"17443","F",72.5,47.5,112.5,232.5
"17444","M",195,170,240,605
"17445","F",107.5,50,112.5,270
"17446","M",165,145,250,560
"17447","M",275,155,245,675
"17448","M",210,137.5,230,577.5
"17449","M",170,150,220,540
"17450","M",122.5,92.5,175,390
"17451","M",135,90,170,395
"17452","M",110,72.5,127.5,310
"17453","F",65,37.5,65,167.5
"17454","M",285,185,300,770
"17455","M",292.5,185,330,807.5
"17456","M",280,170,275,725
"17457","M",210,110,255,575
"17458","M",230,142.5,250,622.5
"17459","F",147.5,80,160,387.5
"17460","M",217.5,157.5,282.5,657.5
"17461","M",260,155,250,665
"17462","M",225,117.5,250,592.5
"17463","M",272.5,237.5,270,780
"17464","M",202.5,117.5,265,585
"17465","M",247.5,122.5,275,645
"17466","F",100,52.5,110,262.5
"17467","F",117.5,75,117.5,310
"17468","M",282.5,165,302.5,750
"17469","M",262.5,167.5,277.5,707.5
"17470","M",215,152.5,275,642.5
"17471","M",137.5,85,157.5,380
"17472","M",150,120,185,455
"17473","M",60,42.5,110,212.5
"17474","F",215,145,197.5,557.5
"17475","F",95,62.5,115,272.5
"17476","F",92.5,52.5,110,255
"17477","M",162.5,100,192.5,455
"17478","M",267.5,200,300,767.5
"17479","M",160,135,210,505
"17480","M",254.01,154.22,219.99,628.23
"17481","M",232.5,185,242.5,660
"17482","M",260,198,285,743
"17483","F",142.5,67.5,162.5,372.5
"17484","F",100,70,130,300
"17485","M",387.5,255,320,962.5
"17486","M",197.5,165,207.5,570
"17487","F",165,80,165,410
"17488","M",100,107.5,195,402.5
"17489","M",242.5,170,272.5,685
"17490","M",172.5,120,205,497.5
"17491","F",72.5,40,115,227.5
"17492","M",312.5,202.5,285,800
"17493","M",202.5,160,240,602.5
"17494","F",187.5,93,187.5,468
"17495","M",210,145,240,595
"17496","M",310,220,310,840
"17497","M",220,175,270,665
"17498","F",77.5,35,92.5,205
"17499","M",147.5,97.5,155,400
"17500","M",225,140,230,595
"17501","F",70,45,70,185
"17502","F",110,60,137.5,307.5
"17503","F",70,37.5,87.5,195
"17504","M",232.5,127.5,265,625
"17505","M",112.5,87.5,165,365
"17506","M",235.5,137.5,230,603
"17507","M",280,195,305,780
"17508","F",170,105,215,490
"17509","F",90,45,120,255
"17510","M",270,125,270,665
"17511","M",165,125,195,485
"17512","F",110,65,137.5,312.5
"17513","M",212.5,160,237.5,610
"17514","M",172.5,115,205,492.5
"17515","M",330,230,300,860
"17516","M",140,82.5,157.5,380
"17517","M",215,142.5,200,557.5
"17518","F",97.5,60,142.5,300
"17519","M",210,150,245,605
"17520","M",87.5,80,112.5,280
"17521","M",187.5,145,257.5,590
"17522","M",172.5,125,210,507.5
"17523","M",240,155,255,650
"17524","M",390.09,231.33,331.12,952.54
"17525","M",220,155,217.5,592.5
"17526","M",320,190,322.5,832.5
"17527","M",190,137.5,245,572.5
"17528","M",225,142.5,260,627.5
"17529","F",117.5,57.5,140,315
"17530","M",273,172.5,292.5,738
"17531","F",190,125,180,495
"17532","M",265,175,255,695
"17533","M",270,200,260,730
"17534","F",90,55,122.5,267.5
"17535","M",170,122.5,205,497.5
"17536","M",205,115,225,545
"17537","M",192.78,111.13,192.78,496.68
"17538","F",102.5,50,137.5,290
"17539","F",102.5,52.5,110,265
"17540","F",85,60,125,270
"17541","M",190,147.5,232.5,570
"17542","M",220,132.5,280,632.5
"17543","M",220,162.5,240,622.5
"17544","M",200,162.5,220,582.5
"17545","F",107.5,60,157.5,325
"17546","M",115.67,102.06,140.61,358.34
"17547","M",210,170,255,635
"17548","F",137.5,75,140,352.5
"17549","M",180,100,180,460
"17550","F",165,100,175,440
"17551","F",105,55,142.5,302.5
"17552","M",227.5,132.5,252.5,612.5
"17553","M",170,117.5,212.5,500
"17554","M",190,147.5,212.5,550
"17555","M",210,157.5,252.5,620
"17556","M",220,160,260,640
"17557","F",145,65,115,325
"17558","M",365,295,365,1025
"17559","F",100,60,205,365
"17560","F",210,100,177.5,487.5
"17561","M",220,105,237.5,562.5
"17562","M",242.5,172.5,257.5,672.5
"17563","F",130,72.5,152.5,355
"17564","M",130,90,182.5,402.5
"17565","M",202.5,152.5,237.5,592.5
"17566","M",227.5,145,245,617.5
"17567","M",127.5,75,150,352.5
"17568","F",160,75,160,395
"17569","F",150,67.5,145,362.5
"17570","M",100,225,100,425
"17571","F",82.5,45,95,222.5
"17572","M",226.8,142.88,226.8,596.47
"17573","M",220,145,267.5,632.5
"17574","M",72.5,42.5,92.5,207.5
"17575","M",160,120,225,505
"17576","M",107.5,85,157.5,350
"17577","M",290,202.5,335,827.5
"17578","M",170,140,225,535
"17579","F",122.5,67.5,158,348
"17580","F",90,62.5,112.5,265
"17581","F",90,47.5,110,247.5
"17582","M",127.5,87.5,177.5,392.5
"17583","F",137.5,88,152.5,378
"17584","M",300,245,315,860
"17585","M",192.5,160,200,552.5
"17586","M",315,202.5,250,767.5
"17587","M",175,142.5,180,497.5
"17588","F",130,83,145,358
"17589","M",330,237.5,297.5,865
"17590","M",152.5,95,180,427.5
"17591","F",100,65,152.5,317.5
"17592","M",330,207.5,317.5,855
"17593","F",77.5,42.5,105,225
"17594","F",97.5,55,130,282.5
"17595","F",110,65,137.5,312.5
"17596","M",195,127.5,215,537.5
"17597","M",185,185,225,595
"17598","M",260,120,235,615
"17599","M",222.5,177.5,282.5,682.5
"17600","F",195.5,120,197.5,513
"17601","M",250,205,230,685
"17602","M",212.5,147.5,245,605
"17603","M",147.5,107.5,185,440
"17604","F",140,67.5,140,347
"17605","F",92.5,65,150,307.5
"17606","M",250,195,275,720
"17607","F",192.78,86.18,176.9,455.86
"17608","F",90,45,90,225
"17609","M",260.8,186,165.6,612.4
"17610","F",85,47.5,115,247.5
"17611","F",127.5,80,162.5,370
"17612","M",227.5,172.5,240,640
"17613","F",129.27,68.04,131.54,328.85
"17614","M",275,165,300,740
"17615","M",137.5,72.5,160,370
"17616","M",227.5,140,240,607.5
"17617","M",295,260,290,845
"17618","F",115,62.5,137.5,315
"17619","M",290,200,265,755
"17620","F",37.5,30,65,132.5
"17621","M",212.5,160,257.5,630
"17622","M",332.5,202.5,345,880
"17623","F",72.5,37.5,72.5,182.5
"17624","M",282.5,172.5,317.5,772.5
"17625","M",230,120,265,615
"17626","M",324.32,197.31,278.96,800.59
"17627","F",190,102.5,140,432.5
"17628","F",205,105,212.5,522.5
"17629","F",147.5,67.5,150,365
"17630","M",247.5,170,250,667.5
"17631","M",150,120,165,435
"17632","M",200,140,210,550
"17633","M",170,150,180,500
"17634","M",165.56,124.74,192.78,483.08
"17635","F",105,70,137.5,312.5
"17636","F",142.5,60,150,352.5
"17637","F",100,52.5,120,272.5
"17638","M",212.5,145,260,617.5
"17639","M",300,190,280,770
"17640","M",232.5,145,205,582.5
"17641","F",90,45,125,260
"17642","M",170,115,205,490
"17643","M",130,102.5,165,397.5
"17644","F",75,47.5,130,252.5
"17645","F",107.5,62.5,117.5,287.5
"17646","M",147.5,85,207.5,440
"17647","F",70,37.5,95,202.5
"17648","F",115,67.5,100,282.5
"17649","M",210,115,235,560
"17650","F",142.5,70,155,367.5
"17651","M",145,75,182.5,402.5
"17652","M",280,230,250,760
"17653","F",97.5,42.5,102.5,242.5
"17654","F",90,65,107.5,262.5
"17655","F",145.15,74.84,145.15,365.14
"17656","M",65.77,47.63,115.67,229.06
"17657","M",410,320,320,1050
"17658","F",92.5,72.5,160,325
"17659","F",250,110,250,610
"17660","F",230,175.5,217.5,623
"17661","M",147.5,112.5,180,440
"17662","M",345,235,295,875
"17663","F",155,82.5,162.5,400
"17664","M",295,205,285,785
"17665","M",470,250,390,1110
"17666","M",240,162.5,300,702.5
"17667","M",247.5,125,245,617.5
"17668","M",130,95,182.5,407.5
"17669","M",245,175,265,685
"17670","M",157.5,107.5,207.5,472.5
"17671","M",215,145,292.5,652.5
"17672","M",265,180,255,700
"17673","F",75,45,110,230
"17674","M",115,87.5,192.5,395
"17675","M",140,90,182.5,412.5
"17676","F",122.5,88,145,355.5
"17677","M",165,137.5,210,512.5
"17678","F",137.5,65,152.5,355
"17679","M",350,210,380,940
"17680","F",105,52.5,110,267.5
"17681","M",235,152.5,272.5,660
"17682","F",67.5,40,100,207.5
"17683","M",290,235,270,795
"17684","M",200,262.5,180,642.5
"17685","F",85,35,102.5,222.5
"17686","F",135,70,140,345
"17687","M",244.9,163.3,251.7,660
"17688","F",150,70,147.5,367.5
"17689","M",200,132.5,255,587.5
"17690","M",290.3,151.95,244.94,687.19
"17691","F",122.5,67.5,145,335
"17692","F",140,82.5,140,362.5
"17693","M",192.5,95,212.5,500
"17694","M",230,195,240,665
"17695","M",195,125,210,530
"17696","M",210,120,210,540
"17697","F",125,70,130,325
"17698","M",185,107.5,182.5,475
"17699","M",170,107.5,192.5,470
"17700","M",225,177.5,270,672.5
"17701","F",100,55,140,295
"17702","M",195,147.5,220,562.5
"17703","F",130,60,127.5,317.5
"17704","M",217.5,137.5,257.5,612.5
"17705","M",185,115,220,520
"17706","F",62.5,42.5,90,195
"17707","F",152.5,100,170,422.5
"17708","M",210,122.5,192.5,525
"17709","M",207.5,125,230,562.5
"17710","M",147.42,149.69,165.56,462.66
"17711","M",250,177.5,272.5,700
"17712","M",242.5,177.5,272.5,692.5
"17713","M",100,80,130,310
"17714","M",170,135,250,555
"17715","M",182.5,115,237.5,535
"17716","M",195,120,232.5,547.5
"17717","F",102.5,60,140,302.5
"17718","M",250,147.5,237.5,635
"17719","M",260,180,250,690
"17720","M",140,85,170,395
"17721","M",170,117.5,205,492.5
"17722","M",200,125,200,525
"17723","F",115,72.5,137.5,325
"17724","M",185.97,117.93,231.33,535.24
"17725","F",260,117.5,260,637.5
