"","X","Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","Date"
"140",286584,"Delonte Allen","M","SBD","Raw",26,"24-34","24-39","TOpen",96.7,"100",202,133,251,586,"3",366.1,361.66,345.68,75.23,"Yes","United States of America","2023-03-25"
"141",719012,"Taylor Riley","M","SBD","Single-ply",17,"16-17","14-18","Boys",54.52,"55.7",136.08,83.91,147.42,367.41,"2",336.81,343.46,337.29,56.97,"Yes","United States of America","2014-02-05"
"142",284983,"Carlos Pereira Jr","M","SBD","Raw",42,"40-44","40-49","M40-44",115.4,"125",183,175,238,596,"1",346.89,345.99,331.23,70.49,"no","United States of America","2021-03-27"
"143",27246,"Joseph Walton #1","M","SBD","Raw",27.5,"24-34","24-39","MR-O",118.5,"120",325,187.5,310,822.5,"2",474.37,474.29,454.41,96.14,"Yes","Wales","2019-08-31"
"144",662161,"Alexander Sharman","M","SBD","Wraps",45,"45-49","40-49","M 45-49",142.5,"140+",260,180,240,680,"1",370.82,379,359.75,73.61,"no","Paraguay","2022-12-01"
"145",619573,"Kevin Giampa","M","SBD","Raw",31,"24-34","24-39","Open",97.9,"100",185,137.5,225,547.5,"5",340.15,336.12,321.17,69.87,"no","United States of America","2021-04-10"
"146",530648,"Thomas Xiong","M","SBD","Raw",20,"20-23","19-23","Juniors 20-23",59.74,"60",132.5,75,142.5,350,"2",296.47,299.69,292.73,57.53,"no","United States of America","2014-03-29"
"147",23448,"Rostislav Lipinskiy","M","SBD","Wraps",15,"13-15","14-18","Teen",54.5,"56",120,67.5,135,322.5,"1",295.74,301.59,296.18,55.69,"Yes","Ukraine","2021-05-29"
"148",590279,"Frank Gallagher","M","SBD","Wraps",30,"24-34","24-39","Open",74.93,"75",200,120,230,550,"1",394.82,392.16,378.94,80.22,"no","United States of America","2012-07-14"
"149",589024,"Rhonda Biggs","F","SBD","Raw",28,"24-34","24-39","Open",72.2,"75",120,67.5,137.5,325,"4",323.08,316.63,278.88,65.72,"no","United States of America","2018-12-08"
"150",628239,"Coert Hoppenbrouwers","M","SBD","Wraps",63,"60-64","60-69","Masters 60-64",82.5,"82.5",170,110,205,485,"1",328.54,324.9,312.62,67.34,"no","Netherlands","2021-11-26"
"151",273746,"Alexus Valdez","F","SBD","Single-ply",16.5,"16-17","14-18","Girls",71.85,"75",156.49,86.18,149.69,392.36,"2",391.08,383.49,337.82,66.1,"Yes","United States of America","2021-01-23"
"152",648353,"Gabrielle Prochaska","F","SBD","Wraps",27,"24-34","24-39","Pro Open",55.75,"56",82.5,55,102.5,240,"1",279.02,283.38,250.68,57.26,"no","United States of America","2021-12-04"
"153",749451,"AnneMarie Kemmerer","F","SBD","Single-ply",59,"55-59","60-69","Masters 3",60.88,"63",112.5,67.5,142.5,322.5,"2",354.25,355.53,314.07,59.39,"Yes","United States of America","2013-09-24"
"154",479494,"Mikhail Shmatkov","M","SBD","Raw",15.5,"16-17","14-18","Sub-Juniors",91.2,"93",105,85,135,325,"1",208.76,206.1,197.42,42.93,"Yes","Russia","2021-04-17"
"155",444960,"Pavel Berezentsev","M","SBD","Single-ply",23.5,"24-34","24-39","Open",67.5,"67.5",252.5,117.5,240,610,"5",470.16,470.32,456.53,80.42,"Yes","Russia","2008-06-02"
"156",60606,"Di Ke Wu","M","SBD","Raw",22.5,"20-23","19-23","Juniors",73.68,"74",190,155,242.5,587.5,"1",426.35,423.9,409.9,86.45,"Yes","Netherlands","2022-04-23"
"157",572688,"Eddie Saiz","M","SBD","Wraps",26,"24-34","24-39","Open",72.7,"75",197.5,142.5,225,565,"1",413.65,411.62,398.25,83.72,"Yes","United States of America","2020-01-25"
"158",422687,"Mark Patrick","M","SBD","Single-ply",50,"50-54","50-59","Masters 50-54",115.67,"118",260.82,263.08,272.16,796.05,"1",462.95,461.84,442.17,78.06,"no","United States of America","2010-06-05"
"159",556514,"Ian Asher","M","SBD","Raw",24,"24-34","24-39","Open",99.3,"100",215,182.5,252.5,650,"6",401.31,396.7,378.94,82.39,"no","United States of America","2019-04-13"
"160",151352,"John Guidry","M","SBD","Single-ply",15.5,"16-17","14-18","M-T2",120.9,"120+",210,142.5,205,557.5,"4",319.38,319.97,306.62,53.73,"Yes","United States of America","2021-11-20"
"161",326952,"Ben Stacey","M","SBD","Raw",23.5,"24-34","24-39","M-C-Open",116.2,"120",215,152.5,247.5,615,"3",357.09,356.37,341.25,72.51,"Yes","England","2017-04-18"
"162",584897,"Sophia Bonanno","F","SBD","Raw",17,"16-17","14-18","Juniors 16-17",48.85,"52",77.5,40,92.5,210,"1",267.56,274.54,244.09,56.08,"no","United States of America","2019-09-07"
"163",672918,"Enrique Evaristo","M","SBD","Raw",24.5,"24-34","24-39","Open",73.8,"74",165,120,195,480,"3",347.96,345.94,334.49,70.57,"Yes","Peru","2013-11-22"
"164",493011,"Mikhail Kim","M","SBD","Raw",31.5,"24-34","24-39","Open",103.95,"105",255,187.5,325,767.5,"3",464.77,460.27,439.49,95.2,"Yes","Russia","2012-04-03"
"165",29113,"David Peters","M","SBD","Raw",23.5,"24-34","24-39","MR-O",72.7,"74",175,110,200,485,"36",355.08,353.34,341.86,71.86,"Yes","United States of America","2022-04-02"
"166",262389,"Nikolas Dunovský","M","SBD","Wraps",19,"18-19","19-23","T3",121.4,"125",270,185,300,755,"2",431.94,432.92,414.84,87.32,"no","Czechia","2017-09-14"
"167",297353,"Mikhail Dmitriev","M","SBD","Raw",16,"16-17","14-18","Teen 16-17",79,"82.5",80,50,100,230,"1",159.79,158.28,152.6,32.65,"Yes","Russia","2021-06-26"
"168",620227,"Dima Rumanov","M","SBD","Raw",22,"20-23","19-23","Juniors 20-23",81.9,"82.5",180,125,260,565,"1",384.32,380.17,365.92,78.74,"no","United States of America","2017-04-08"
"169",704259,"Domen Sešel","M","SBD","Raw",21.5,"20-23","19-23","Juniors",91.88,"93",195,130,245,570,"15",364.8,360.16,344.88,75.01,"Yes","Slovenia","2017-03-12"
"170",459010,"Aleksandr Eremeev","M","SBD","Single-ply",18.5,"18-19","19-23","Open",67,"67.5",200,100,230,530,"8",410.71,411.09,399.18,70.24,"Yes","Russia","2001-06-01"
"171",493603,"Yuliya Koval","F","SBD","Raw",28.5,"24-34","24-39","Open",45.52,"47",77.5,35,105,217.5,"1",291.94,299.23,267.47,62.28,"Yes","Russia","2019-10-25"
"172",372550,"David Kent","M","SBD","Single-ply",30.5,"24-34","24-39","Open",75,"75",227.5,127.5,192.5,547.5,"5",392.79,390.13,376.96,67.27,"Yes","Australia","1997-07-26"
"173",363519,"Robert van der Tak","M","SBD","Single-ply",33.5,"24-34","24-39","Open",125,"125",345,237.5,347.5,930,"1",527.08,529.96,507.15,88.52,"Yes","Netherlands","1990-09-15"
"174",513210,"Olga Sidorova","F","SBD","Raw",55,"55-59","50-59","Amateur Masters 55-59",59.9,"60",125,62.5,137.5,325,"1",360.66,362.81,320.57,73.55,"Yes","Russia","2022-04-22"
"175",2259,"Konrad Bronicki","M","SBD","Wraps",36,"35-39","24-39","Amateur Open",123.7,"125",350,190,287.5,827.5,"1",470.55,472.57,452.56,94.94,"Yes","Poland","2019-11-21"
"176",33892,"Casper Futtrup","M","SBD","Raw",28.5,"24-34","24-39","Open",115.56,"120",282.5,180,282.5,745,"2",433.4,432.33,413.9,88.05,"Yes","Denmark","2018-04-06"
"177",592478,"Dominique Stephens","M","SBD","Raw",23,"20-23","24-39","Open",88.5,"90",227.5,185,277.5,690,"1",449.99,444.34,426.17,92.5,"Yes","United States of America","2016-04-02"
"178",691951,"Dean Bowring","M","SBD","Single-ply",36.5,"35-39","24-39","Open",138.09,"120+",390,295,365,1050,"3",577.66,587.97,559.43,96.64,"Yes","England","2011-05-03"
"179",650510,"Dave Stuhlsatz","M","SBD","Wraps",36.5,"35-39","24-39","Amateur Submasters 33-39",108.77,"110",254.01,122.47,238.14,614.62,"1",365.58,362.97,346.8,74.66,"Yes","United States of America","2014-03-29"
"180",152968,"Colin Schulz","M","SBD","Raw",26.5,"24-34","24-39","MR-O",95.6,"105",170,100,215,485,"7",304.6,300.83,287.65,62.6,"Yes","United States of America","2021-11-20"
"181",710349,"Maksim Sinchak","M","SBD","Wraps",25.5,"24-34","24-39","O",87.3,"90",175,125,175,475,"1",311.98,308.12,295.7,64.11,"Yes","Ukraine","2020-09-12"
"182",458379,"Andrey Sinitsyn","M","SBD","Single-ply",29.5,"24-34","24-39","Open",123.85,"120+",320,220,315,855,"2",486,488.15,467.45,81.66,"Yes","Russia","2011-05-12"
"183",165391,"Juan Carlos Bosacoma IV","M","SBD","Raw",17.5,"18-19","14-18","MR-T",86.2,"90",202.5,120,215,537.5,"3",355.41,351.09,337.14,73,"Yes","United States of America","2022-02-26"
"184",269803,"Addyson Lamb","F","SBD","Single-ply",16.5,"16-17","14-18","Girls",58.74,"60.1",104.33,47.63,113.4,265.35,"6",298.15,300.76,265.81,49.92,"Yes","United States of America","2021-01-28"
"185",23419,"Wojciech Walania","M","SBD","Wraps",42,"40-44","40-49","Masters 40-49",75,"75",112.5,95,152.5,360,"1",258.27,256.52,247.86,52.49,"no","Poland","2018-10-28"
"186",581396,"Michael Kildow","M","SBD","Wraps",34,"24-34","24-39","Open",108.1,"110",275,170,290,735,"1",438.22,434.92,415.49,89.53,"no","United States of America","2017-01-14"
"187",17617,"Jarno Karvonen","M","SBD","Single-ply",21.5,"20-23","19-23","Under 23",89.35,"90",262.5,180,267.5,710,"3",460.77,454.95,436.16,78.65,"Yes","Finland","2005-03-18"
"188",559010,"Nikita Brown","F","SBD","Raw",29,"24-34","24-39","Open",78.6,"82.5",82.5,60,110,252.5,"3",240.04,233.36,204.85,49.02,"Yes","United States of America","2021-09-25"
"189",248874,"Karel Schoř","M","SBD","Single-ply",49.5,"45-49","50-59","Masters 2",82.9,"90",175,132.5,215,522.5,"2",352.97,349.02,335.75,60.38,"Yes","Czechia","2005-10-29"
"190",531023,"Monique Swirbalus","F","SBD","Raw",51,"50-54","50-59","Masters 50-54",60,"60",95,60,127.5,282.5,"1",313.16,314.96,278.28,63.86,"Yes","United States of America","2020-10-24"
"191",9265,"Gary Teeter","M","SBD","Raw",57,"55-59","50-59","Masters 55-59",66.86,"67.5",115,107.5,160,382.5,"1",296.86,297.18,288.6,59.22,"Yes","United States of America","2022-03-12"
"192",614627,"Nicholas Tansor","M","SBD","Raw",26,"24-34","24-39","Open",99.4,"100",235,165,260,660,"2",407.3,402.64,384.61,83.62,"Yes","United States of America","2022-04-02"
"193",493351,"Elmira Cherepanova","F","SBD","Single-ply",25.5,"24-34","24-39","Open",54.75,"57",130,72.5,110,312.5,"2",367.72,374.25,331.21,61.47,"Yes","Russia","2014-05-09"
"194",648278,"Daniel Pearl","M","SBD","Raw",21,"20-23","19-23","Pro Open",88.72,"90",217.72,149.69,283.5,650.91,"4",423.96,418.62,401.46,87.15,"no","United States of America","2015-11-21"
"195",56641,"Trish Muldrock","F","SBD","Raw",66.5,"65-69","60-69","Masters 3",49.02,"52",72.5,57.5,122.5,252.5,"1",320.9,329.24,292.67,67.22,"Yes","New Zealand","2021-08-17"
"196",15365,"Mika Paasonen","M","SBD","Raw",44.5,"40-44","40-49","Over 40",104.01,"105",235,160,270,665,"3",402.6,398.71,380.71,82.47,"Yes","Finland","2017-01-13"
"197",218278,"Michelle Grapel","F","SBD","Single-ply",35.5,"35-39","24-39","F-O",98.55,"84+",185,100,160,445,"7",381.92,372.13,320.27,66.17,"Yes","United States of America","2017-05-19"
"198",575571,"Emmet Spencer","M","SBD","Wraps",25,"24-34","24-39","Open",120.6,"125",355,215,320,890,"1",510.29,511.09,489.77,103.23,"Yes","United States of America","2021-09-11"
"199",523073,"Ryan Hammons","M","SBD","Wraps",21,"20-23","19-23","Juniors 20-23",76.6,"82.5",195,155,227.5,577.5,"1",408.83,405.59,391.55,83.28,"no","United States of America","2015-04-04"
"200",627480,"Jordan Lawler","M","SBD","Multi-ply",33,"24-34","24-39","Open",118.2,"125",365,250,277.5,892.5,"1",515.18,514.97,493.36,86.76,"no","United States of America","2016-09-17"
"201",323354,"Bogdan Levchenko","M","SBD","Raw",16.5,"16-17","14-18","Sub-Juniors",65.1,"66",162.5,97.5,170,430,"3",340.39,341.5,332.05,67.52,"Yes","Ukraine","2015-05-18"
"202",674958,"Patrick McNamara #3","M","SBD","Raw",57,"55-59","50-59","Masters 55-59",112,"125",202.5,120,230,552.5,"1",325.04,323.4,309.27,66.22,"Yes","Ireland","2014-04-12"
"203",471815,"Vladislav Kovalev","M","SBD","Single-ply",20,"20-23","19-23","Open",88.7,"93",285,170,280,735,"4",478.78,472.76,453.38,81.75,"Yes","Russia","2016-05-06"
"204",620645,"Sophie Tran","F","SBD","Raw",37,"35-39","24-39","Open",81.4,"82.5",132.5,67.5,172.5,372.5,"2",347.99,337.63,295.79,71.24,"no","United States of America","2018-03-03"
"205",720630,"Luke Collins","M","SBD","Single-ply",16.5,"16-17","14-18","Boys",62.41,"67.1",170.1,111.13,174.63,455.86,"7",372.77,375.34,365.74,63.6,"Yes","United States of America","2017-03-10"
"206",295795,"Iurii Gubanov","M","SBD","Raw",30,"24-34","24-39","Open",97,"100",245,170,270,685,"3",427.35,422.19,403.51,87.8,"Yes","Russia","2017-12-15"
"207",136567,"Edwin Nash","M","SBD","Raw",24.5,"24-34","24-39","MR-O",82.6,"83",212.5,140,237.5,590,"3",399.39,394.96,380.01,81.87,"Yes","United States of America","2017-02-25"
"208",618041,"Joshua Riley","M","SBD","Raw",27,"24-34","24-39","Open",88.6,"90",220,152.5,285,657.5,"1",428.55,423.16,405.84,88.09,"Yes","United States of America","2019-03-30"
"209",571464,"Pruitt Durham","M","SBD","Raw",21,"20-23","19-23","Juniors 20-23",107.6,"110",220,147.5,220,587.5,"2",350.91,348.16,332.58,71.72,"Yes","United States of America","2022-09-10"
"210",30245,"Garrett Skurnit","M","SBD","Raw",28.5,"24-34","24-39","MR-O",90.95,"93",232.5,175,272.5,680,"1",437.39,431.82,413.67,89.93,"Yes","United States of America","2022-11-05"
"211",182500,"Johnny Nguyen","M","SBD","Raw",21.5,"20-23","19-23","MR-Jr",73.7,"75",185,142.5,230,557.5,"2",404.5,402.18,388.89,82.02,"Yes","United States of America","2022-06-25"
"212",186782,"Madison Grigg","F","SBD","Raw",15.5,"16-17","14-18","FR-O",79.5,"84",120,52.5,135,307.5,"8",290.65,282.35,247.71,59.4,"Yes","United States of America","2018-12-01"
"213",5562,"Adam Jones #9","M","SBD","Single-ply",17,"16-17","14-18","Teen 15-19",59.75,"60",145,90,157.5,392.5,"1",332.43,336.03,328.22,56.59,"no","UK","2006-11-22"
"214",161217,"David Wang","M","SBD","Raw",36.5,"35-39","24-39","MR-O",76.2,"83",170,120,205,495,"4",351.57,348.89,336.88,71.58,"Yes","United States of America","2021-07-31"
"215",297623,"Ion Parshikov","M","SBD","Raw",22,"20-23","19-23","Juniors 20-23",114.1,"125",232.5,157.5,230,620,"2",362.31,361.02,345.47,73.7,"Yes","Russia","2018-05-25"
"216",716593,"Elijah Flores","M","SBD","Single-ply",15.5,"16-17","14-18","Boys",99.79,"99.7",154.22,104.33,142.88,401.43,"2",247.31,244.51,233.54,42.02,"Yes","United States of America","2021-01-30"
"217",303035,"Jonathan Joseph","M","SBD","Single-ply",46.5,"45-49","40-49","Open",67.5,"67.5",137.5,100,165,402.5,"1",310.23,310.33,301.24,53.06,"Yes","US Virgin Islands","2010-03-22"
"218",48412,"Sigurd Kjelvik Berg","M","SBD","Raw",24.5,"24-34","24-39","Open",73.35,"74",220,130,255,605,"1",440.34,437.93,423.55,89.23,"Yes","Norway","2019-03-09"
"219",122118,"Aaliyah Henry","F","SBD","Raw",18.5,"18-19","19-23","FR-C",98.1,"100",162.5,85,192.5,440,"1",378.32,368.47,317.3,78.89,"Yes","United States of America","2022-10-08"
"220",210340,"Andrew Cao","M","SBD","Raw",23.5,"24-34","24-39","MR-Jr",87,"93",217.5,140,240,597.5,"2",393.16,388.31,372.72,80.78,"Yes","United States of America","2018-03-31"
"221",365160,"Lucien DeFaria","M","SBD","Single-ply",49,"45-49","40-49","Open",59.9,"60",190,125,260,575,"4",485.99,491.15,479.66,82.74,"Yes","France","1991-11-14"
"222",419065,"Michaela Smith #1","F","SBD","Wraps",27,"24-34","24-39","Open",73.39,"75",124.74,74.84,136.08,335.66,"1",330.73,323.53,284.81,67.31,"no","United States of America","2012-10-06"
"223",139554,"Dyllan Powers","F","SBD","Raw",14.5,"13-15","14-18","FR-T1",57.9,"63",70,50,120,240,"4",272.18,275.1,243.19,55.65,"Yes","United States of America","2019-03-02"
"224",456069,"Mikhail Gachechiladze","M","SBD","Raw",43.5,"40-44","40-49","Masters 1",81.25,"83",215,165,242.5,622.5,"1",425.38,420.9,405.27,87.11,"Yes","Russia","2018-11-02"
"225",540623,"Austin Walters","M","SBD","Raw",29,"24-34","24-39","Open",96.6,"100",240,165,252.5,657.5,"1",410.97,405.96,388.05,84.45,"no","United States of America","2018-01-06"
"226",728506,"Vera Volobueva","F","SBD","Wraps",58,"55-59","50-59","Pro Masters 50-59",59.3,"60",80,50,112.5,242.5,"1",270.83,272.83,241.1,55.27,"no","Russia","2015-12-09"
"227",422759,"Brett Hyman","M","SBD","Wraps",31,"24-34","24-39","Open",88.45,"90",174.63,129.27,215.46,519.36,"5",338.8,334.55,320.88,69.64,"no","United States of America","2014-11-22"
"228",19435,"Susanna Törrönen","F","SBD","Raw",18.5,"18-19","19-23","Open",78.47,"84",130,123,175,428,"1",407.22,395.94,347.59,83.16,"Yes","Finland","2017-05-13"
"229",304243,"Yuelin Zhu","F","SBD","Raw",36.5,"35-39","24-39","Open",58,"58",130,67,144,341,"1",386.29,390.34,345.06,78.96,"Yes","China","2021-03-21"
"230",539656,"Mason Sullivan","M","SBD","Raw",21,"20-23","19-23","Open",98,"100",262.5,147.5,260,670,"1",416.07,411.15,392.85,85.46,"Yes","United States of America","2022-05-07"
"231",461887,"Evgeniy Anikanov","M","SBD","Single-ply",21.5,"20-23","19-23","Open",117.5,"125",260,200,260,720,"5",416.45,416.04,398.52,70.16,"Yes","Russia","2010-07-17"
"232",132526,"Paul Fernandez","M","SBD","Raw",18.5,"18-19","19-23","MR-C",73.1,"74",190,107.5,195,492.5,"4",359.26,357.38,345.69,72.76,"Yes","United States of America","2018-12-09"
"233",633353,"Jeffrey Millwood","M","SBD","Raw",25,"24-34","24-39","Open",82.5,"82.5",210,137.5,217.5,565,"6",382.73,378.5,364.19,78.45,"Yes","United States of America","2021-10-14"
"234",400349,"Christopher Diete","M","SBD","Raw",21,"20-23","19-23","Juniors",100.55,"105",207.5,147.5,240,595,"1",365.37,361.32,345.08,74.97,"Yes","Germany","2018-09-08"
"235",526833,"Gavin Grayson","M","SBD","Raw",27,"24-34","24-39","Open",134.6,"140",272.5,175,340,787.5,"1",436.44,442.77,421.99,87.21,"no","United States of America","2020-08-29"
"236",751616,"Maria Walter","F","SBD","Single-ply",43,"40-44","40-49","Masters 1",82.6,"90",122.5,67.5,130,320,"4",296.83,287.81,251.91,50.66,"Yes","Germany","2007-06-10"
"237",425893,"Chris Fiallo","M","SBD","Wraps",31.5,"24-34","24-39","Open",98.7,"100",307.5,157.5,272.5,737.5,"2",456.55,451.23,431.08,93.75,"no","United States of America","2022-02-12"
"238",258690,"Guillermo Rodriguez","M","SBD","Multi-ply",37,"35-39","24-39","O",64.9,"67.5",290,200,210,700,"1",555.41,557.36,542.03,94.9,"no","Argentina","2014-09-30"
"239",30320,"Josh Foote","M","SBD","Raw",19.5,"20-23","19-23","MR-Jr",103.2,"105",265,167.5,285,717.5,"1",435.79,431.42,411.94,89.3,"Yes","United States of America","2022-12-17"
"240",335019,"Shahid Shabazz","M","SBD","Wraps",48,"45-49","40-49","M_MCR_2_APF",88.7,"90",237.5,130,202.5,570,"1",371.3,366.63,351.6,76.32,"no","United States of America","2019-12-13"
"241",675960,"Erica Ford","F","SBD","Raw",26.5,"24-34","24-39","Open",67.7,"72",125,58,148,331,"4",341.14,337.11,297.36,69.32,"Yes","United States of America","2019-11-03"
"242",712319,"Alan Walkowiak","M","SBD","Wraps",16.5,"16-17","14-18","Open",96.4,"100",180,85,215,480,"20",300.3,296.64,283.56,61.71,"no","Poland","2019-02-20"
"243",387970,"Anthony Costarigot","M","SBD","Raw",22.5,"20-23","19-23","Juniors",82.75,"83",232.5,180,275,687.5,"1",464.91,459.73,442.29,95.31,"Yes","France","2021-01-23"
"244",74522,"Mason Mitchell","M","SBD","Raw",17.5,"18-19","14-18","MR-O",93.6,"100",250,172.5,280,702.5,"2",445.59,439.97,420.99,91.61,"Yes","United States of America","2022-06-18"
"245",47949,"Aleksey Borets","M","SBD","Raw",32,"24-34","24-39","Amateur Open",89,"90",200,140,225,565,"3",367.41,362.77,347.85,75.53,"Yes","Russia","2017-04-07"
"246",97845,"Lauren Harrigan","F","SBD","Raw",42.5,"40-44","40-49","FR-O",50.9,"52",77.5,60,95,232.5,"1",287.67,294.65,261.41,59.81,"Yes","United States of America","2021-03-27"
"247",676762,"Kara King","F","SBD","Raw",44.5,"40-44","40-49","Masters 1",49.95,"52",105,57.5,120,282.5,"1",354.23,363.19,322.51,73.91,"Yes","Australia","2015-10-10"
"248",184512,"Brendan Baugher","M","SBD","Raw",20.5,"20-23","19-23","MR-O",89,"93",195,147.5,242.5,585,"8",380.41,375.61,360.16,78.2,"Yes","United States of America","2016-11-05"
"249",424216,"Jacqueline Wickens","F","SBD","Wraps",23,"20-23","19-23","FW-O",81.4,"82.5",147.5,87.5,142.5,377.5,"1",352.66,342.16,299.76,72.2,"no","United States of America","2017-08-25"
"250",32740,"Kim Dahl Hansen","M","SBD","Single-ply",49.5,"45-49","50-59","Open",92.5,"93",292.5,190,282.5,765,"1",488,481.8,461.23,83.2,"Yes","Denmark","2021-11-19"
"251",673361,"Luciano Duarte","M","SBD","Single-ply",37.5,"35-39","24-39","Open",102,"105",350,215,300,865,"1",527.94,522.38,498.82,89.61,"Yes","Brazil","2013-09-11"
"252",51049,"Stian Björge","M","SBD","Single-ply",19.5,"20-23","19-23","Juniors 19-23",73.8,"75",185,140,195,520,"1",376.96,374.76,362.36,64.56,"Yes","Norway","2007-06-02"
"253",256925,"Takanobu Matsuzawa","M","SBD","Raw",25,"24-34","24-39","Open",111.3,"120",230,165,242.5,637.5,"3",375.92,373.84,357.43,76.63,"Yes","Japan","2017-09-09"
"254",34332,"Irina Zentsova","F","SBD","Raw",20.5,"20-23","19-23","Amateur Open",58.9,"60",100,52.5,130,282.5,"1",316.87,319.52,282.38,64.69,"Yes","Russia","2014-03-22"
"255",527188,"Miguel Garcia Jr","M","SBD","Wraps",33,"24-34","24-39","Open",108.2,"110",297.5,192.5,285,775,"1",461.9,458.45,437.98,94.37,"no","United States of America","2022-11-20"
